District_Name,Season,Area,Production,Crop
ROHTAS,Winter     ,196508,820981,Rice
SAHARSA,Autumn     ,22635,34881,Rice
SAHARSA,Summer     ,816,1055,Rice
SAHARSA,Winter     ,66869,130436,Rice
SAMASTIPUR,Autumn     ,33234,69706,Rice
SAMASTIPUR,Summer     ,2768,4214,Rice
SAMASTIPUR,Winter     ,52867,112523,Rice
SARAN,Autumn     ,910,1831,Rice
SARAN,Winter     ,71635,162891,Rice
SHEIKHPURA,Winter     ,26738,101864,Rice
SHEOHAR,Autumn     ,4813,11420,Rice
SHEOHAR,Winter     ,18076,30595,Rice
SITAMARHI,Autumn     ,14227,19776,Rice
SITAMARHI,Winter     ,82362,162225,Rice
SIWAN,Autumn     ,28045,63934,Rice
SIWAN,Summer     ,28,57,Rice
SIWAN,Winter     ,64555,126893,Rice
SUPAUL,Autumn     ,28287,42780,Rice
SUPAUL,Summer     ,6092,8341,Rice
SUPAUL,Winter     ,77698,149839,Rice
VAISHALI,Autumn     ,5925,6254,Rice
VAISHALI,Summer     ,681,1519,Rice
VAISHALI,Winter     ,39578,90475,Rice
BALOD,Kharif     ,183795,348670,Rice
BALODA BAZAR,Kharif     ,238360,383684,Rice
BALRAMPUR,Kharif     ,84190,153462,Rice
BASTAR,Kharif     ,132393,241480,Rice
BEMETARA,Kharif     ,160884,274799,Rice
BIJAPUR,Kharif     ,61565,115289,Rice
BILASPUR,Kharif     ,227579,456491,Rice
DANTEWADA,Kharif     ,70366,131262,Rice
DHAMTARI,Kharif     ,198148,620402,Rice
DURG,Kharif     ,130467,242048,Rice
GARIYABAND,Kharif     ,139889,237276,Rice
JANJGIR-CHAMPA,Kharif     ,253667,802349,Rice
JASHPUR,Kharif     ,180700,290404,Rice
KABIRDHAM,Kharif     ,102157,138630,Rice
KANKER,Kharif     ,178689,477197,Rice
KONDAGAON,Kharif     ,100383,193520,Rice
KORBA,Kharif     ,109135,164065,Rice
KOREA,Kharif     ,73095,130407,Rice
MAHASAMUND,Kharif     ,272551,510063,Rice
MUNGELI,Kharif     ,108824,220811,Rice
NARAYANPUR,Kharif     ,24856,44005,Rice
RAIGARH,Kharif     ,228200,367385,Rice
RAIPUR,Kharif     ,186042,376312,Rice
RAJNANDGAON,Kharif     ,287194,480285,Rice
SUKMA,Kharif     ,78438,174280,Rice
SURAJPUR,Kharif     ,106865,196547,Rice
SURGUJA,Kharif     ,117268,206623,Rice
DADRA AND NAGAR HAVELI,Kharif     ,13490,25181,Rice
DADRA AND NAGAR HAVELI,Rabi       ,376,726,Rice
NORTH GOA,Kharif     ,14385,40962,Rice
NORTH GOA,Rabi       ,6820,18826,Rice
SOUTH GOA,Kharif     ,13455,40307,Rice
SOUTH GOA,Rabi       ,7310,20410,Rice
ANANTNAG,Kharif     ,23904,19403,Rice
BADGAM,Kharif     ,26183,23727,Rice
BANDIPORA,Kharif     ,9203,11049,Rice
BARAMULLA,Kharif     ,21265,23376,Rice
DODA,Kharif     ,1911,1893,Rice
GANDERBAL,Kharif     ,7684,8684,Rice
JAMMU,Kharif     ,65470,116969,Rice
KATHUA,Kharif     ,33206,51180,Rice
KISHTWAR,Kharif     ,1196,144,Rice
KULGAM,Kharif     ,18344,18025,Rice
KUPWARA,Kharif     ,17680,18307,Rice
POONCH,Kharif     ,3349,4346,Rice
PULWAMA,Kharif     ,16100,6603,Rice
RAJAURI,Kharif     ,5035,4059,Rice
RAMBAN,Kharif     ,1173,546,Rice
REASI,Kharif     ,4454,2851,Rice
SAMBA,Kharif     ,9123,15145,Rice
SRINAGAR,Kharif     ,3977,11779,Rice
UDHAMPUR,Kharif     ,6604,6737,Rice
BAGALKOT,Kharif     ,25,76,Rice
BANGALORE RURAL,Kharif     ,598,2093,Rice
BANGALORE RURAL,Summer     ,49,150,Rice
BELGAUM,Kharif     ,59938,176688,Rice
BELLARY,Kharif     ,77598,286690,Rice
BELLARY,Rabi       ,40,99,Rice
BELLARY,Summer     ,41005,121344,Rice
BENGALURU URBAN,Kharif     ,950,3374,Rice
BENGALURU URBAN,Summer     ,21,87,Rice
BIDAR,Kharif     ,2063,1989,Rice
BIJAPUR,Kharif     ,50,153,Rice
CHAMARAJANAGAR,Kharif     ,13739,44455,Rice
CHAMARAJANAGAR,Rabi       ,17,57,Rice
CHAMARAJANAGAR,Summer     ,60,209,Rice
CHIKBALLAPUR,Kharif     ,799,1900,Rice
CHIKBALLAPUR,Summer     ,15,27,Rice
CHIKMAGALUR,Kharif     ,37327,97056,Rice
CHIKMAGALUR,Summer     ,3010,8244,Rice
CHITRADURGA,Kharif     ,1048,2376,Rice
CHITRADURGA,Rabi       ,402,927,Rice
CHITRADURGA,Summer     ,575,1110,Rice
DAKSHIN KANNAD,Kharif     ,29749,78228,Rice
DAKSHIN KANNAD,Rabi       ,21240,51979,Rice
DAKSHIN KANNAD,Summer     ,1360,2817,Rice
DAVANGERE,Kharif     ,75259,262676,Rice
DAVANGERE,Summer     ,61421,237076,Rice
DHARWAD,Kharif     ,20554,32589,Rice
DHARWAD,Summer     ,123,376,Rice
GADAG,Kharif     ,1044,2594,Rice
GADAG,Summer     ,999,3405,Rice
GULBARGA,Kharif     ,1556,2887,Rice
GULBARGA,Rabi       ,356,452,Rice
GULBARGA,Summer     ,3744,4542,Rice
HASSAN,Kharif     ,45653,140563,Rice
HASSAN,Rabi       ,1752,3911,Rice
HASSAN,Summer     ,667,1814,Rice
HAVERI,Kharif     ,39894,99031,Rice
HAVERI,Summer     ,6285,19345,Rice
KODAGU,Kharif     ,30899,86741,Rice
KODAGU,Rabi       ,5,12,Rice
KODAGU,Summer     ,56,147,Rice
KOLAR,Kharif     ,344,873,Rice
KOPPAL,Kharif     ,39439,145559,Rice
KOPPAL,Summer     ,35716,95208,Rice
MANDYA,Kharif     ,51037,189916,Rice
MANDYA,Rabi       ,828,2628,Rice
MANDYA,Summer     ,14657,52912,Rice
MYSORE,Kharif     ,94359,319929,Rice
MYSORE,Summer     ,8864,30349,Rice
RAICHUR,Kharif     ,97935,320982,Rice
RAICHUR,Summer     ,64645,171894,Rice
RAMANAGARA,Kharif     ,4617,10759,Rice
RAMANAGARA,Rabi       ,2,5,Rice
RAMANAGARA,Summer     ,605,1887,Rice
SHIMOGA,Kharif     ,105581,313744,Rice
SHIMOGA,Summer     ,16288,56262,Rice
TUMKUR,Kharif     ,7636,22713,Rice
TUMKUR,Rabi       ,67,165,Rice
TUMKUR,Summer     ,1802,4054,Rice
UDUPI,Kharif     ,43013,119359,Rice
UDUPI,Rabi       ,6441,17690,Rice
UDUPI,Summer     ,95,283,Rice
UTTAR KANNAD,Kharif     ,65865,145604,Rice
UTTAR KANNAD,Rabi       ,1498,4012,Rice
UTTAR KANNAD,Summer     ,1147,3086,Rice
YADGIR,Kharif     ,51456,146014,Rice
YADGIR,Rabi       ,15448,36542,Rice
YADGIR,Summer     ,15205,35029,Rice
ALAPPUZHA,Autumn     ,11073,28432,Rice
ALAPPUZHA,Summer     ,18685,60549,Rice
ALAPPUZHA,Winter     ,4657,14114,Rice
ERNAKULAM,Autumn     ,1330,2593,Rice
ERNAKULAM,Summer     ,390,857,Rice
ERNAKULAM,Winter     ,2924,6524,Rice
IDUKKI,Autumn     ,89,206,Rice
IDUKKI,Summer     ,33,89,Rice
IDUKKI,Winter     ,575,1508,Rice
KANNUR,Autumn     ,2638,5905,Rice
KANNUR,Summer     ,11,25,Rice
KANNUR,Winter     ,2306,5234,Rice
KASARAGOD,Autumn     ,1629,3863,Rice
KASARAGOD,Summer     ,296,677,Rice
KASARAGOD,Winter     ,740,1555,Rice
KOLLAM,Autumn     ,374,941,Rice
KOLLAM,Summer     ,1,2,Rice
KOLLAM,Winter     ,952,2207,Rice
KOTTAYAM,Autumn     ,5059,14354,Rice
KOTTAYAM,Summer     ,9346,27118,Rice
KOTTAYAM,Winter     ,2890,7921,Rice
KOZHIKODE,Autumn     ,62,62,Rice
KOZHIKODE,Summer     ,551,1284,Rice
KOZHIKODE,Winter     ,1708,2077,Rice
MALAPPURAM,Autumn     ,494,1020,Rice
MALAPPURAM,Summer     ,1940,7577,Rice
MALAPPURAM,Winter     ,5968,13682,Rice
PALAKKAD,Autumn     ,37371,95178,Rice
PALAKKAD,Summer     ,2695,8925,Rice
PALAKKAD,Winter     ,42846,132295,Rice
PATHANAMTHITTA,Autumn     ,35,53,Rice
PATHANAMTHITTA,Summer     ,2084,6214,Rice
PATHANAMTHITTA,Winter     ,473,1306,Rice
THIRUVANANTHAPURAM,Autumn     ,963,2588,Rice
THIRUVANANTHAPURAM,Summer     ,66,174,Rice
THIRUVANANTHAPURAM,Winter     ,1064,2799,Rice
THRISSUR,Autumn     ,2864,6282,Rice
THRISSUR,Summer     ,8051,29830,Rice
THRISSUR,Winter     ,13236,39904,Rice
WAYANAD,Summer     ,1039,2844,Rice
WAYANAD,Winter     ,8651,23324,Rice
AHMEDNAGAR,Kharif     ,8600,2200,Rice
AMRAVATI,Kharif     ,5300,1600,Rice
BEED,Kharif     ,400,100,Rice
BHANDARA,Kharif     ,188600,305400,Rice
BHANDARA,Summer     ,7600,17400,Rice
CHANDRAPUR,Kharif     ,141800,106700,Rice
CHANDRAPUR,Summer     ,4000,6800,Rice
DHULE,Kharif     ,100,0,Rice
GADCHIROLI,Kharif     ,152800,201600,Rice
GADCHIROLI,Summer     ,2900,4500,Rice
GONDIA,Kharif     ,174700,340600,Rice
GONDIA,Summer     ,12900,36100,Rice
KOLHAPUR,Kharif     ,110900,335200,Rice
KOLHAPUR,Summer     ,900,3400,Rice
LATUR,Kharif     ,5800,1100,Rice
NAGPUR,Kharif     ,78800,95500,Rice
NANDED,Kharif     ,800,100,Rice
NANDURBAR,Kharif     ,18200,9000,Rice
NASHIK,Kharif     ,71200,86700,Rice
OSMANABAD,Kharif     ,13100,2500,Rice
PALGHAR,Kharif     ,74800,188300,Rice
PARBHANI,Kharif     ,300,155411,Rice
PUNE,Kharif     ,82100,136100,Rice
RAIGAD,Kharif     ,116200,320700,Rice
RAIGAD,Summer     ,9100,30100,Rice
RATNAGIRI,Kharif     ,72500,220500,Rice
SANGLI,Kharif     ,15500,31400,Rice
SATARA,Kharif     ,52900,94700,Rice
SINDHUDURG,Kharif     ,67400,222400,Rice
SINDHUDURG,Summer     ,2600,5400,Rice
SOLAPUR,Kharif     ,400,100,Rice
THANE,Kharif     ,55200,132900,Rice
THANE,Summer     ,2800,7500,Rice
EAST GARO HILLS,Autumn     ,5845,14605,Rice
EAST GARO HILLS,Winter     ,3157,5821,Rice
EAST JAINTIA HILLS,Autumn     ,27,66,Rice
EAST JAINTIA HILLS,Winter     ,4341,8937,Rice
EAST KHASI HILLS,Autumn     ,281,896,Rice
EAST KHASI HILLS,Winter     ,5435,12335,Rice
NORTH GARO HILLS,Autumn     ,4993,12110,Rice
NORTH GARO HILLS,Winter     ,3687,7766,Rice
RI BHOI,Autumn     ,158,494,Rice
RI BHOI,Winter     ,9278,31115,Rice
SOUTH GARO HILLS,Autumn     ,4905,10543,Rice
SOUTH GARO HILLS,Winter     ,3349,7832,Rice
SOUTH WEST GARO HILLS,Autumn     ,5414,12334,Rice
SOUTH WEST GARO HILLS,Winter     ,7380,21175,Rice
SOUTH WEST KHASI HILLS,Autumn     ,62,138,Rice
SOUTH WEST KHASI HILLS,Winter     ,1722,3105,Rice
WEST GARO HILLS,Autumn     ,11313,25183,Rice
WEST GARO HILLS,Winter     ,11352,33035,Rice
WEST JAINTIA HILLS,Autumn     ,78,198,Rice
WEST JAINTIA HILLS,Winter     ,7920,16941,Rice
WEST KHASI HILLS,Autumn     ,26,64,Rice
WEST KHASI HILLS,Winter     ,5980,10858,Rice
DIMAPUR,Kharif     ,45300,115620,Rice
DIMAPUR,Rabi       ,2380,6370,Rice
KIPHIRE,Kharif     ,10340,21130,Rice
KOHIMA,Kharif     ,14860,35980,Rice
LONGLENG,Kharif     ,7270,14980,Rice
MOKOKCHUNG,Kharif     ,15520,34500,Rice
MON,Kharif     ,19850,41130,Rice
MON,Rabi       ,1270,3400,Rice
PEREN,Kharif     ,15760,37400,Rice
PEREN,Rabi       ,360,970,Rice
PHEK,Kharif     ,15190,39730,Rice
TUENSANG,Kharif     ,15810,34630,Rice
WOKHA,Kharif     ,18180,41140,Rice
ZUNHEBOTO,Kharif     ,13150,27210,Rice
ANUGUL,Autumn     ,15000,28000,Rice
ANUGUL,Summer     ,1000,1000,Rice
ANUGUL,Winter     ,75000,196000,Rice
BALANGIR,Autumn     ,73000,196000,Rice
BALANGIR,Summer     ,3000,7000,Rice
BALANGIR,Winter     ,130000,438000,Rice
BALESHWAR,Summer     ,38000,139000,Rice
BALESHWAR,Winter     ,181000,362000,Rice
BARGARH,Autumn     ,57000,110000,Rice
BARGARH,Summer     ,76000,303000,Rice
BARGARH,Winter     ,174000,485000,Rice
BHADRAK,Summer     ,6000,11000,Rice
BHADRAK,Winter     ,158000,222000,Rice
BOUDH,Autumn     ,5000,7000,Rice
BOUDH,Summer     ,1000,3000,Rice
BOUDH,Winter     ,53000,127000,Rice
CUTTACK,Autumn     ,1000,2000,Rice
CUTTACK,Summer     ,1000,3000,Rice
CUTTACK,Winter     ,120000,301000,Rice
DEOGARH,Autumn     ,20000,47000,Rice
DEOGARH,Winter     ,29000,101000,Rice
DHENKANAL,Autumn     ,6000,12000,Rice
DHENKANAL,Winter     ,92000,312000,Rice
GAJAPATI,Winter     ,37000,55000,Rice
GANJAM,Summer     ,1000,2000,Rice
GANJAM,Winter     ,264000,715000,Rice
JAGATSINGHAPUR,Autumn     ,2000,3000,Rice
JAGATSINGHAPUR,Summer     ,1000,4000,Rice
JAGATSINGHAPUR,Winter     ,82000,178000,Rice
JAJAPUR,Autumn     ,13000,13000,Rice
JAJAPUR,Summer     ,2000,5000,Rice
JAJAPUR,Winter     ,114000,221000,Rice
JHARSUGUDA,Autumn     ,23000,22000,Rice
JHARSUGUDA,Winter     ,46000,76000,Rice
KALAHANDI,Autumn     ,54000,90000,Rice
KALAHANDI,Summer     ,44000,123000,Rice
KALAHANDI,Winter     ,139000,338000,Rice
KANDHAMAL,Autumn     ,9000,11000,Rice
KANDHAMAL,Summer     ,1000,1000,Rice
KANDHAMAL,Winter     ,36000,73000,Rice
KENDRAPARA,Autumn     ,2000,3000,Rice
KENDRAPARA,Summer     ,1000,2000,Rice
KENDRAPARA,Winter     ,123000,175000,Rice
KENDUJHAR,Autumn     ,34000,54000,Rice
KENDUJHAR,Summer     ,2000,5000,Rice
KENDUJHAR,Winter     ,140000,354000,Rice
KHORDHA,Summer     ,1000,4000,Rice
KHORDHA,Winter     ,101000,219000,Rice
KORAPUT,Autumn     ,20000,23000,Rice
KORAPUT,Summer     ,25000,61000,Rice
KORAPUT,Winter     ,90000,191000,Rice
MALKANGIRI,Autumn     ,9000,11000,Rice
MALKANGIRI,Summer     ,1000,2000,Rice
MALKANGIRI,Winter     ,93000,165000,Rice
MAYURBHANJ,Autumn     ,36000,56000,Rice
MAYURBHANJ,Summer     ,4000,8000,Rice
MAYURBHANJ,Winter     ,276000,623000,Rice
NABARANGPUR,Autumn     ,25000,39000,Rice
NABARANGPUR,Winter     ,122000,303000,Rice
NAYAGARH,Autumn     ,1000,1000,Rice
NAYAGARH,Summer     ,1000,1000,Rice
NAYAGARH,Winter     ,90000,190000,Rice
NUAPADA,Autumn     ,31000,48000,Rice
NUAPADA,Summer     ,3000,8000,Rice
NUAPADA,Winter     ,58000,139000,Rice
PURI,Summer     ,31000,95000,Rice
PURI,Winter     ,100000,182000,Rice
RAYAGADA,Autumn     ,6000,7000,Rice
RAYAGADA,Summer     ,5000,15000,Rice
RAYAGADA,Winter     ,54000,161000,Rice
SAMBALPUR,Autumn     ,47000,67000,Rice
SAMBALPUR,Summer     ,24000,91000,Rice
SAMBALPUR,Winter     ,103000,265000,Rice
SONEPUR,Autumn     ,17000,36000,Rice
SONEPUR,Summer     ,27000,106000,Rice
SONEPUR,Winter     ,84000,290000,Rice
SUNDARGARH,Autumn     ,77000,150000,Rice
SUNDARGARH,Summer     ,1000,2000,Rice
SUNDARGARH,Winter     ,118000,345000,Rice
KARAIKAL,Kharif     ,460,1006,Rice
KARAIKAL,Rabi       ,4305,9820,Rice
PONDICHERRY,Kharif     ,2942,10041,Rice
PONDICHERRY,Rabi       ,4483,15516,Rice
PONDICHERRY,Summer     ,4005,14518,Rice
YANAM,Kharif     ,241,774,Rice
YANAM,Rabi       ,218,1042,Rice
AMRITSAR,Kharif     ,182000,505000,Rice
BARNALA,Kharif     ,108000,507000,Rice
BATHINDA,Kharif     ,119000,529000,Rice
FARIDKOT,Kharif     ,106000,421000,Rice
FATEHGARH SAHIB,Kharif     ,86000,374000,Rice
FAZILKA,Kharif     ,97000,297000,Rice
FIROZEPUR,Kharif     ,189000,733000,Rice
GURDASPUR,Kharif     ,173000,452000,Rice
HOSHIARPUR,Kharif     ,71000,244000,Rice
JALANDHAR,Kharif     ,167000,616000,Rice
KAPURTHALA,Kharif     ,117000,439000,Rice
LUDHIANA,Kharif     ,257000,1119000,Rice
MANSA,Kharif     ,82000,296000,Rice
MOGA,Kharif     ,177000,815000,Rice
MUKTSAR,Kharif     ,135000,514000,Rice
NAWANSHAHR,Kharif     ,57000,226000,Rice
PATHANKOT,Kharif     ,29000,72000,Rice
PATIALA,Kharif     ,230000,904000,Rice
RUPNAGAR,Kharif     ,36000,129000,Rice
S.A.S NAGAR,Kharif     ,29000,94000,Rice
SANGRUR,Kharif     ,271000,1281000,Rice
TARN TARAN,Kharif     ,176000,540000,Rice
EAST DISTRICT,Kharif     ,4870,8790,Rice
NORTH DISTRICT,Kharif     ,990,1420,Rice
SOUTH DISTRICT,Kharif     ,2050,3910,Rice
WEST DISTRICT,Kharif     ,3130,5950,Rice
ADILABAD,Kharif     ,36084,81003,Rice
ADILABAD,Rabi       ,13996,45123,Rice
KARIMNAGAR,Kharif     ,179282,632136,Rice
KARIMNAGAR,Rabi       ,99151,358827,Rice
KHAMMAM,Kharif     ,110439,328435,Rice
KHAMMAM,Rabi       ,35269,127744,Rice
MAHBUBNAGAR,Kharif     ,111302,282357,Rice
MAHBUBNAGAR,Rabi       ,49468,135740,Rice
MEDAK,Kharif     ,73983,234342,Rice
MEDAK,Rabi       ,36910,128742,Rice
NALGONDA,Kharif     ,177458,549765,Rice
NALGONDA,Rabi       ,145917,491594,Rice
NIZAMABAD,Kharif     ,112427,404400,Rice
NIZAMABAD,Rabi       ,56845,216125,Rice
RANGAREDDI,Kharif     ,23817,60376,Rice
RANGAREDDI,Rabi       ,11065,30838,Rice
WARANGAL,Kharif     ,95515,282059,Rice
WARANGAL,Rabi       ,46492,155376,Rice
DHALAI,Kharif     ,32274,82856,Rice
GOMATI,Kharif     ,35009,107500,Rice
KHOWAI,Kharif     ,23381,67131,Rice
NORTH TRIPURA,Kharif     ,32623,83278,Rice
SEPAHIJALA,Kharif     ,47973,150378,Rice
SOUTH TRIPURA,Kharif     ,42639,128021,Rice
UNAKOTI,Kharif     ,17674,51830,Rice
WEST TRIPURA,Kharif     ,25700,75960,Rice
AGRA,Kharif     ,10164,24231,Rice
ALIGARH,Kharif     ,90420,201998,Rice
ALLAHABAD,Kharif     ,149419,313780,Rice
AMBEDKAR NAGAR,Kharif     ,118607,290706,Rice
AMETHI,Kharif     ,97395,147846,Rice
AMROHA,Kharif     ,23134,61606,Rice
AMROHA,Summer     ,13,34,Rice
AURAIYA,Kharif     ,55752,175898,Rice
AZAMGARH,Kharif     ,202341,400028,Rice
BAGHPAT,Kharif     ,5792,14515,Rice
BAHRAICH,Kharif     ,165249,367679,Rice
BALLIA,Kharif     ,122464,251908,Rice
BALRAMPUR,Kharif     ,108030,198235,Rice
BANDA,Kharif     ,45895,81923,Rice
BARABANKI,Kharif     ,191884,529600,Rice
BAREILLY,Kharif     ,162390,334361,Rice
BAREILLY,Summer     ,1558,3208,Rice
BASTI,Kharif     ,104328,202814,Rice
BIJNOR,Kharif     ,54742,143205,Rice
BIJNOR,Summer     ,67,175,Rice
BUDAUN,Kharif     ,81242,166790,Rice
BUDAUN,Summer     ,33,68,Rice
BULANDSHAHR,Kharif     ,107595,275551,Rice
BULANDSHAHR,Summer     ,1,3,Rice
CHANDAULI,Kharif     ,102598,303793,Rice
CHITRAKOOT,Kharif     ,12662,12763,Rice
DEORIA,Kharif     ,132892,266980,Rice
DEORIA,Summer     ,14,28,Rice
ETAH,Kharif     ,18244,40283,Rice
ETAWAH,Kharif     ,52797,136533,Rice
FAIZABAD,Kharif     ,94586,207805,Rice
FARRUKHABAD,Kharif     ,11900,33213,Rice
FATEHPUR,Kharif     ,80702,157046,Rice
FIROZABAD,Kharif     ,23319,56619,Rice
GAUTAM BUDDHA NAGAR,Kharif     ,22522,62701,Rice
GHAZIABAD,Kharif     ,8650,23727,Rice
GHAZIPUR,Kharif     ,136673,294257,Rice
GONDA,Kharif     ,134534,278485,Rice
GORAKHPUR,Kharif     ,152431,336873,Rice
GORAKHPUR,Summer     ,52,115,Rice
HAMIRPUR,Kharif     ,41,66,Rice
HAPUR,Kharif     ,20839,61496,Rice
HARDOI,Kharif     ,142184,279392,Rice
HARDOI,Summer     ,50,98,Rice
HATHRAS,Kharif     ,29465,56956,Rice
JALAUN,Kharif     ,509,890,Rice
JAUNPUR,Kharif     ,140428,338993,Rice
JHANSI,Kharif     ,9590,17694,Rice
JHANSI,Summer     ,2,4,Rice
KANNAUJ,Kharif     ,22007,52355,Rice
KANPUR DEHAT,Kharif     ,37513,92770,Rice
KANPUR NAGAR,Kharif     ,29881,69204,Rice
KASGANJ,Kharif     ,19146,45740,Rice
KAUSHAMBI,Kharif     ,43224,93494,Rice
KHERI,Kharif     ,155403,423318,Rice
KHERI,Summer     ,1822,4963,Rice
KUSHI NAGAR,Kharif     ,118425,253666,Rice
LALITPUR,Kharif     ,962,750,Rice
LUCKNOW,Kharif     ,54126,125843,Rice
MAHARAJGANJ,Kharif     ,165814,406742,Rice
MAHARAJGANJ,Summer     ,110,270,Rice
MAHOBA,Kharif     ,12,19,Rice
MAINPURI,Kharif     ,73176,190843,Rice
MAINPURI,Summer     ,63,164,Rice
MATHURA,Kharif     ,49400,114756,Rice
MAU,Kharif     ,91396,160583,Rice
MEERUT,Kharif     ,14466,42892,Rice
MEERUT,Summer     ,162,480,Rice
MIRZAPUR,Kharif     ,81132,187821,Rice
MORADABAD,Kharif     ,87934,205941,Rice
MORADABAD,Summer     ,552,1293,Rice
MUZAFFARNAGAR,Kharif     ,10667,25729,Rice
MUZAFFARNAGAR,Summer     ,109,263,Rice
PILIBHIT,Kharif     ,118036,309963,Rice
PILIBHIT,Summer     ,10953,28763,Rice
PRATAPGARH,Kharif     ,104143,235676,Rice
RAE BARELI,Kharif     ,104251,246449,Rice
RAMPUR,Kharif     ,124076,280412,Rice
RAMPUR,Summer     ,8614,19468,Rice
SAHARANPUR,Kharif     ,62552,155629,Rice
SAMBHAL,Kharif     ,35060,76746,Rice
SANT KABEER NAGAR,Kharif     ,90918,162561,Rice
SANT KABEER NAGAR,Summer     ,60,107,Rice
SANT RAVIDAS NAGAR,Kharif     ,27981,61950,Rice
SHAHJAHANPUR,Kharif     ,203946,572069,Rice
SHAHJAHANPUR,Summer     ,5379,15088,Rice
SHAMLI,Kharif     ,22666,59952,Rice
SHAMLI,Summer     ,257,680,Rice
SHRAVASTI,Kharif     ,79949,173889,Rice
SIDDHARTH NAGAR,Kharif     ,170404,414082,Rice
SITAPUR,Kharif     ,164128,382911,Rice
SITAPUR,Summer     ,75,175,Rice
SONBHADRA,Kharif     ,29426,52290,Rice
SULTANPUR,Kharif     ,85103,151568,Rice
UNNAO,Kharif     ,96435,161818,Rice
UNNAO,Summer     ,1,2,Rice
VARANASI,Kharif     ,43862,101848,Rice
ALMORA,Kharif     ,16897,19776,Rice
ALMORA,Whole Year ,16897,19776,Rice
BAGESHWAR,Kharif     ,13130,19916,Rice
BAGESHWAR,Whole Year ,13130,19916,Rice
CHAMOLI,Kharif     ,11265,14414,Rice
CHAMOLI,Whole Year ,11265,14414,Rice
CHAMPAWAT,Kharif     ,6312,8191,Rice
CHAMPAWAT,Whole Year ,6312,8191,Rice
DEHRADUN,Kharif     ,9179,17672,Rice
DEHRADUN,Whole Year ,9179,17672,Rice
HARIDWAR,Kharif     ,12985,28856,Rice
HARIDWAR,Summer     ,48,151,Rice
HARIDWAR,Whole Year ,13033,29007,Rice
NAINITAL,Kharif     ,11597,32544,Rice
NAINITAL,Summer     ,196,617,Rice
NAINITAL,Whole Year ,11793,33161,Rice
PAURI GARHWAL,Kharif     ,14566,17359,Rice
PAURI GARHWAL,Whole Year ,14566,17359,Rice
PITHORAGARH,Kharif     ,20131,25550,Rice
PITHORAGARH,Whole Year ,20131,25550,Rice
RUDRA PRAYAG,Kharif     ,8944,11675,Rice
RUDRA PRAYAG,Whole Year ,8944,11675,Rice
TEHRI GARHWAL,Kharif     ,11291,18985,Rice
TEHRI GARHWAL,Whole Year ,11291,18985,Rice
UDAM SINGH NAGAR,Kharif     ,101482,330419,Rice
UDAM SINGH NAGAR,Summer     ,12150,38236,Rice
UDAM SINGH NAGAR,Whole Year ,113632,368655,Rice
UTTAR KASHI,Kharif     ,9919,16499,Rice
UTTAR KASHI,Whole Year ,9919,16499,Rice
24 PARAGANAS NORTH,Autumn     ,15876,42913,Rice
24 PARAGANAS NORTH,Summer     ,70898,239229,Rice
24 PARAGANAS NORTH,Winter     ,139767,401623,Rice
24 PARAGANAS SOUTH,Autumn     ,5050,12760,Rice
24 PARAGANAS SOUTH,Summer     ,63392,211431,Rice
24 PARAGANAS SOUTH,Winter     ,325501,794541,Rice
BANKURA,Autumn     ,21698,68762,Rice
BANKURA,Summer     ,40185,120678,Rice
BANKURA,Winter     ,294204,794716,Rice
BARDHAMAN,Autumn     ,13198,44362,Rice
BARDHAMAN,Summer     ,150267,490532,Rice
BARDHAMAN,Winter     ,419814,1361138,Rice
BIRBHUM,Autumn     ,2585,6721,Rice
BIRBHUM,Summer     ,66581,225789,Rice
BIRBHUM,Winter     ,315561,1029374,Rice
COOCHBEHAR,Autumn     ,4050,7113,Rice
COOCHBEHAR,Summer     ,56294,197210,Rice
COOCHBEHAR,Winter     ,217046,515777,Rice
DARJEELING,Autumn     ,3910,8158,Rice
DARJEELING,Summer     ,1516,3437,Rice
DARJEELING,Winter     ,27135,56945,Rice
DINAJPUR DAKSHIN,Autumn     ,884,1726,Rice
DINAJPUR DAKSHIN,Summer     ,16722,56152,Rice
DINAJPUR DAKSHIN,Winter     ,163582,462884,Rice
DINAJPUR UTTAR,Autumn     ,954,1991,Rice
DINAJPUR UTTAR,Summer     ,37599,131609,Rice
DINAJPUR UTTAR,Winter     ,179862,466273,Rice
HOOGHLY,Autumn     ,6157,18096,Rice
HOOGHLY,Summer     ,79654,261105,Rice
HOOGHLY,Winter     ,190221,580845,Rice
HOWRAH,Autumn     ,2836,8287,Rice
HOWRAH,Summer     ,43456,135474,Rice
HOWRAH,Winter     ,71064,176630,Rice
JALPAIGURI,Autumn     ,31345,68726,Rice
JALPAIGURI,Summer     ,22779,59187,Rice
JALPAIGURI,Winter     ,176420,433939,Rice
MALDAH,Autumn     ,2937,6854,Rice
MALDAH,Summer     ,59802,243374,Rice
MALDAH,Winter     ,141455,457341,Rice
MEDINIPUR EAST,Autumn     ,15111,34064,Rice
MEDINIPUR EAST,Summer     ,159819,563332,Rice
MEDINIPUR EAST,Winter     ,254064,546260,Rice
MEDINIPUR WEST,Autumn     ,33141,80300,Rice
MEDINIPUR WEST,Summer     ,195960,580442,Rice
MEDINIPUR WEST,Winter     ,496134,1348329,Rice
MURSHIDABAD,Autumn     ,18234,46997,Rice
